New claim date,Type,Subgroup,Initial claims
03/15/2009,Initial claims by education,Total,5031
03/22/2009,Initial claims by education,Total,4412
03/29/2009,Initial claims by education,Total,4847
04/05/2009,Initial claims by education,Total,6467
04/12/2009,Initial claims by education,Total,9602
04/19/2009,Initial claims by education,Total,5077
04/26/2009,Initial claims by education,Total,4431
05/03/2009,Initial claims by education,Total,5172
05/10/2009,Initial claims by education,Total,4455
05/17/2009,Initial claims by education,Total,6081
05/24/2009,Initial claims by education,Total,3884
05/31/2009,Initial claims by education,Total,5314
06/07/2009,Initial claims by education,Total,4920
06/14/2009,Initial claims by education,Total,4487
06/21/2009,Initial claims by education,Total,5574
06/28/2009,Initial claims by education,Total,5595
07/05/2009,Initial claims by education,Total,9041
07/12/2009,Initial claims by education,Total,4575
07/19/2009,Initial claims by education,Total,4759
07/26/2009,Initial claims by education,Total,4537
08/02/2009,Initial claims by education,Total,5495
08/09/2009,Initial claims by education,Total,4374
08/16/2009,Initial claims by education,Total,4134
08/23/2009,Initial claims by education,Total,3770
08/30/2009,Initial claims by education,Total,4880
09/06/2009,Initial claims by education,Total,3392
09/13/2009,Initial claims by education,Total,3592
09/20/2009,Initial claims by education,Total,3633
09/27/2009,Initial claims by education,Total,3667
10/04/2009,Initial claims by education,Total,5977
10/11/2009,Initial claims by education,Total,4033
10/18/2009,Initial claims by education,Total,4092
10/25/2009,Initial claims by education,Total,4315
11/01/2009,Initial claims by education,Total,5322
11/08/2009,Initial claims by education,Total,4746
11/15/2009,Initial claims by education,Total,4856
11/22/2009,Initial claims by education,Total,5355
11/29/2009,Initial claims by education,Total,5155
12/06/2009,Initial claims by education,Total,5594
12/13/2009,Initial claims by education,Total,5486
12/20/2009,Initial claims by education,Total,12667
12/27/2009,Initial claims by education,Total,9057
01/03/2010,Initial claims by education,Total,12299
01/10/2010,Initial claims by education,Total,7086
01/17/2010,Initial claims by education,Total,6726
01/24/2010,Initial claims by education,Total,6053
01/31/2010,Initial claims by education,Total,6966
02/07/2010,Initial claims by education,Total,5746
02/14/2010,Initial claims by education,Total,6482
02/21/2010,Initial claims by education,Total,4970
02/28/2010,Initial claims by education,Total,5821
03/07/2010,Initial claims by education,Total,4772
03/14/2010,Initial claims by education,Total,4662
03/21/2010,Initial claims by education,Total,4211
03/28/2010,Initial claims by education,Total,4813
04/04/2010,Initial claims by education,Total,6768
04/11/2010,Initial claims by education,Total,5056
04/18/2010,Initial claims by education,Total,4836
04/25/2010,Initial claims by education,Total,3925
05/02/2010,Initial claims by education,Total,4557
05/09/2010,Initial claims by education,Total,4102
05/16/2010,Initial claims by education,Total,4055
05/23/2010,Initial claims by education,Total,4868
05/30/2010,Initial claims by education,Total,6636
06/06/2010,Initial claims by education,Total,4013
06/13/2010,Initial claims by education,Total,4038
06/20/2010,Initial claims by education,Total,5535
06/27/2010,Initial claims by education,Total,5022
07/04/2010,Initial claims by education,Total,8098
07/11/2010,Initial claims by education,Total,4317
07/18/2010,Initial claims by education,Total,4194
07/25/2010,Initial claims by education,Total,4322
08/01/2010,Initial claims by education,Total,5114
08/08/2010,Initial claims by education,Total,4403
08/15/2010,Initial claims by education,Total,4013
08/22/2010,Initial claims by education,Total,3818
08/29/2010,Initial claims by education,Total,4194
09/05/2010,Initial claims by education,Total,3493
09/12/2010,Initial claims by education,Total,3599
09/19/2010,Initial claims by education,Total,3460
09/26/2010,Initial claims by education,Total,3605
10/03/2010,Initial claims by education,Total,6680
10/10/2010,Initial claims by education,Total,3607
10/17/2010,Initial claims by education,Total,4068
10/24/2010,Initial claims by education,Total,3924
10/31/2010,Initial claims by education,Total,4992
11/07/2010,Initial claims by education,Total,3631
11/14/2010,Initial claims by education,Total,4253
11/21/2010,Initial claims by education,Total,3902
11/28/2010,Initial claims by education,Total,4187
12/05/2010,Initial claims by education,Total,4816
12/12/2010,Initial claims by education,Total,4944
12/19/2010,Initial claims by education,Total,8343
12/26/2010,Initial claims by education,Total,10768
01/02/2011,Initial claims by education,Total,12252
01/09/2011,Initial claims by education,Total,6112
01/16/2011,Initial claims by education,Total,5510
01/23/2011,Initial claims by education,Total,4909
01/30/2011,Initial claims by education,Total,5650
02/06/2011,Initial claims by education,Total,4852
02/13/2011,Initial claims by education,Total,4899
02/20/2011,Initial claims by education,Total,4613
02/27/2011,Initial claims by education,Total,4542
03/06/2011,Initial claims by education,Total,3995
03/13/2011,Initial claims by education,Total,3557
03/20/2011,Initial claims by education,Total,3307
03/27/2011,Initial claims by education,Total,3444
04/03/2011,Initial claims by education,Total,6483
04/10/2011,Initial claims by education,Total,3552
04/17/2011,Initial claims by education,Total,4899
04/24/2011,Initial claims by education,Total,3291
05/01/2011,Initial claims by education,Total,4226
05/08/2011,Initial claims by education,Total,3452
05/15/2011,Initial claims by education,Total,3725
05/22/2011,Initial claims by education,Total,3694
05/29/2011,Initial claims by education,Total,3274
06/05/2011,Initial claims by education,Total,3637
06/12/2011,Initial claims by education,Total,3392
06/19/2011,Initial claims by education,Total,4278
06/26/2011,Initial claims by education,Total,4563
07/03/2011,Initial claims by education,Total,8140
07/10/2011,Initial claims by education,Total,3864
07/17/2011,Initial claims by education,Total,3725
07/24/2011,Initial claims by education,Total,3680
07/31/2011,Initial claims by education,Total,4280
08/07/2011,Initial claims by education,Total,4018
08/14/2011,Initial claims by education,Total,3808
08/21/2011,Initial claims by education,Total,3403
08/28/2011,Initial claims by education,Total,5354
09/04/2011,Initial claims by education,Total,3311
09/11/2011,Initial claims by education,Total,3420
09/18/2011,Initial claims by education,Total,3288
09/25/2011,Initial claims by education,Total,2973
10/09/2011,Initial claims by education,Total,9863
10/16/2011,Initial claims by education,Total,3530
10/23/2011,Initial claims by education,Total,3559
10/30/2011,Initial claims by education,Total,14466
11/06/2011,Initial claims by education,Total,3020
11/13/2011,Initial claims by education,Total,3572
11/20/2011,Initial claims by education,Total,3503
11/27/2011,Initial claims by education,Total,3496
12/04/2011,Initial claims by education,Total,4096
12/11/2011,Initial claims by education,Total,4151
12/18/2011,Initial claims by education,Total,5719
12/25/2011,Initial claims by education,Total,10992
01/08/2012,Initial claims by education,Total,17878
01/15/2012,Initial claims by education,Total,5118
01/22/2012,Initial claims by education,Total,4780
01/29/2012,Initial claims by education,Total,5093
02/05/2012,Initial claims by education,Total,4215
02/12/2012,Initial claims by education,Total,4052
02/19/2012,Initial claims by education,Total,4123
02/26/2012,Initial claims by education,Total,4112
03/04/2012,Initial claims by education,Total,3891
03/11/2012,Initial claims by education,Total,3335
03/18/2012,Initial claims by education,Total,3032
03/25/2012,Initial claims by education,Total,2736
04/08/2012,Initial claims by education,Total,10794
04/15/2012,Initial claims by education,Total,4181
04/22/2012,Initial claims by education,Total,2986
04/29/2012,Initial claims by education,Total,3507
05/06/2012,Initial claims by education,Total,3128
05/13/2012,Initial claims by education,Total,3270
05/20/2012,Initial claims by education,Total,3646
05/27/2012,Initial claims by education,Total,2754
06/03/2012,Initial claims by education,Total,3681
06/10/2012,Initial claims by education,Total,3223
06/17/2012,Initial claims by education,Total,4146
06/24/2012,Initial claims by education,Total,3921
07/08/2012,Initial claims by education,Total,12998
07/15/2012,Initial claims by education,Total,3394
07/22/2012,Initial claims by education,Total,3388
07/29/2012,Initial claims by education,Total,3672
08/05/2012,Initial claims by education,Total,3542
08/12/2012,Initial claims by education,Total,3344
